bevægelsestype	ejendomskategori	postnumre	2004K1	2004K2	2004K3	2004K4	2005K1	2005K2	2005K3	2005K4	2006K1	2006K2	2006K3	2006K4	2007K1	2007K2	2007K3	2007K4	2008K1	2008K2	2008K3	2008K4	2009K1	2009K2	2009K3	2009K4	2010K1	2010K2	2010K3	2010K4	2011K1	2011K2	2011K3	2011K4	2012K1	2012K2	2012K3	2012K4	2013K1	2013K2	2013K3	2013K4	2014K1	2014K2	2014K3	2014K4	2015K1	2015K2	2015K3	2015K4	
Solgte boliger	Ejerlejlighed	8350 Hundslund	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	8355 Solbjerg	..	..	..	..	..	..	..	..	..	..	0	1	..	..	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	8361 Hasselager	..	..	1	..	..	..	0	0	..	1	0	1	..	..	..	..	..	..	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	1	0	0	1	1	..	..
Solgte boliger	Ejerlejlighed	8362 Hørning	3	2	2	2	0	5	0	0	1	4	1	2	0	1	2	0	1	2	3	1	2	1	1	1	0	1	1	4	1	2	2	0	0	1	2	1	1	0	1	2	1	1	2	3	0	4	1	0
Solgte boliger	Ejerlejlighed	8370 Hadsten	0	2	0	2	1	2	1	6	8	1	2	4	5	6	3	3	2	3	2	0	1	3	1	3	1	6	3	0	3	1	3	2	0	2	1	2	2	1	3	1	5	0	0	1	4	1	..	1
Solgte boliger	Ejerlejlighed	8380 Trige	0	0	0	0	0	2	1	1	4	0	3	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	2	2	1	1	0	0	1	1	2	0	1	0	0	1	..	1	0	2	1	0
Solgte boliger	Ejerlejlighed	8381 Tilst	2	7	2	3	8	11	2	0	2	2	0	2	1	0	0	3	1	2	4	4	0	3	3	2	5	1	3	2	1	4	2	6	4	1	3	0	0	3	3	0	1	1	3	0	3	2	2	2
Solgte boliger	Ejerlejlighed	8382 Hinnerup	1	0	0	0	2	2	..	0	1	1	0	1	0	1	1	0	1	2	1	0	1	0	0	0	1	2	0	0	1	0	3	0	0	0	0	..	0	0	1	1	0	0	0	0	1	0	2	0
Solgte boliger	Ejerlejlighed	8400 Ebeltoft	2	1	1	2	2	0	7	3	2	1	7	3	2	2	3	6	4	4	8	2	2	3	6	3	3	3	3	4	6	4	8	0	3	4	5	0	2	6	2	2	3	7	7	5	9	4	10	4
Solgte boliger	Ejerlejlighed	8410 Rønde	0	1	0	1	2	0	..	..	..	1	0	0	..	..	..	0	1	..	..	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	2	1	0	0	0	0	0	1
Solgte boliger	Ejerlejlighed	8420 Knebel	..	..	..	..	..	..	..	1	1	..	..	..	..	..	1	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	8444 Balle	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	8450 Hammel	1	..	0	0	0	3	1	1	..	..	1	0	2	0	1	2	0	0	2	0	1	1	0	0	1	1	1	2	1	0	1	0	..	..	..	..	1	1	..	..	0	1	2	0	1	0	0	0
Solgte boliger	Ejerlejlighed	8462 Harlev J	..	0	0	..	..	1	0	1	1	0	..	..	..	..	0	1	1	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	..	..	0	1	..
Solgte boliger	Ejerlejlighed	8464 Galten	2	7	0	6	4	6	5	2	5	8	3	1	6	4	1	0	5	7	3	0	1	1	2	1	7	1	4	0	2	1	3	1	1	3	0	4	1	6	0	2	3	1	3	1	4	5	3	3
Solgte boliger	Ejerlejlighed	8471 Sabro	2	2	0	1	1	0	2	1	1	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	..	0	1	0	1	0	1	1	1
Solgte boliger	Ejerlejlighed	8472 Sporup	0	..	..	..	..	..	..	..	..	..	..	1	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	8500 Grenaa	4	2	3	3	6	9	4	6	6	12	4	6	7	10	6	6	6	3	4	5	4	9	4	9	4	4	1	1	4	3	6	10	3	2	5	3	7	2	4	2	4	2	4	6	5	1	1	6
Solgte boliger	Ejerlejlighed	8520 Lystrup	2	1	1	5	0	8	3	2	8	1	2	2	2	2	3	1	2	3	5	2	4	8	6	4	3	5	5	6	3	1	4	0	1	3	3	3	1	1	3	4	2	3	3	2	4	5	6	0
Solgte boliger	Ejerlejlighed	8530 Hjortshøj	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	..	..	..	..	..	..	..	..	..	..	0	0	0	1	1	0	0	0	0	0	..
Solgte boliger	Ejerlejlighed	8541 Skødstrup	2	0	0	5	2	0	1	0	2	1	0	2	1	1	1	1	0	1	4	4	3	6	5	3	3	2	2	2	3	3	2	2	4	4	0	7	5	1	6	3	5	0	3	4	3	11	6	0
Solgte boliger	Ejerlejlighed	8543 Hornslet	0	1	0	1	3	1	1	2	0	0	0	1	0	1	0	..	..	..	..	..	0	0	0	0	1	1	0	1	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	..	..
Solgte boliger	Ejerlejlighed	8544 Mørke	0	1	..	1	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	1	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	8550 Ryomgård	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	8560 Kolind	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	..	..
Solgte boliger	Ejerlejlighed	8570 Trustrup	..	..	..	..	..	..	..	..	..	0	1	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	8581 Nimtofte	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Solgte boliger	Ejerlejlighed	8585 Glesborg	0	2	1	1	2	8	6	2	3	4	3	3	0	2	3	0	0	3	1	1	2	0	1	1	3	2	0	1	0	1	0	0	1	2	2	0	0	4	0	2	0	0	1	0	1	1	4	1
Solgte boliger	Ejerlejlighed	8586 Ørum Djurs	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	8592 Anholt	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	7673 Harboøre	14	25	7	10	18	23	16	11	17	14	14	12	8	12	12	8	9	7	3	2	3	5	11	3	3	5	4	7	4	7	7	2	3	5	7	3	4	2	6	7	5	4	2	6	5	7	8	5
Solgte boliger	Fritidshus	7680 Thyborøn	0	0	0	0	0	1	0	0	..	..	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Solgte boliger	Fritidshus	7700 Thisted	19	24	13	19	19	26	19	8	12	10	15	8	6	13	12	14	7	11	11	6	3	12	9	5	6	17	5	10	8	8	7	5	6	12	7	4	3	11	15	12	3	9	9	10	11	13	13	10
Solgte boliger	Fritidshus	7730 Hanstholm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Solgte boliger	Fritidshus	7741 Frøstrup	0	2	1	1	0	3	2	0	1	1	2	1	1	3	2	2	3	1	2	1	0	1	2	0	1	0	1	1	0	0	1	1	1	0	0	0	0	3	0	0	0	0	0	3	1	1	3	1
Solgte boliger	Fritidshus	7742 Vesløs	3	1	0	0	1	3	2	2	2	1	3	0	1	0	0	0	1	2	1	0	0	1	1	0	0	1	3	0	0	1	0	1	0	0	2	0	0	1	1	0	1	0	0	0	1	1	1	0
Solgte boliger	Fritidshus	7752 Snedsted	0	1	1	0	0	2	2	2	1	2	3	1	1	1	4	2	2	2	0	0	0	0	1	0	0	1	1	1	0	1	1	1	4	1	2	0	0	2	0	1	0	0	1	1	0	1	0	2
Solgte boliger	Fritidshus	7755 Bedsted Thy	..	..	1	0	1	0	1	1	..	0	0	0	0	2	0	1	2	0	1	0	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
Solgte boliger	Fritidshus	7760 Hurup Thy	14	10	4	3	6	10	2	2	0	5	3	5	2	5	5	5	0	5	3	1	1	4	3	6	3	6	5	2	1	1	4	3	2	7	4	4	1	6	3	0	2	3	7	1	3	3	2	3
Solgte boliger	Fritidshus	7770 Vestervig	13	11	3	9	11	15	7	7	8	6	3	3	3	3	4	1	0	3	2	1	2	1	2	2	2	2	4	2	2	7	4	2	3	4	3	5	1	5	2	2	1	3	3	1	5	1	5	4
Solgte boliger	Fritidshus	7790 Thyholm	2	6	4	3	2	5	1	0	1	4	2	3	0	1	4	1	1	8	2	1	0	4	3	1	1	6	4	2	1	1	3	2	1	5	1	1	1	4	3	0	1	3	4	1	1	7	2	0
Solgte boliger	Fritidshus	7800 Skive	0	0	..	..	..	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	7830 Vinderup	8	9	2	8	7	10	6	3	2	14	9	4	1	4	6	8	1	5	1	4	0	7	4	2	1	3	5	1	1	2	1	0	0	4	5	2	1	0	0	4	1	5	4	2	3	3	3	1
Solgte boliger	Fritidshus	7840 Højslev	6	9	6	6	7	5	1	7	2	12	4	5	5	10	8	7	3	8	5	3	3	4	4	2	4	13	5	2	1	3	3	6	1	4	9	9	4	8	6	7	5	5	5	2	2	7	5	5
Solgte boliger	Fritidshus	7850 Stoholm Jyll	..	..	..	..	..	..	..	0	0	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	7860 Spøttrup	9	6	3	8	2	10	5	2	0	11	9	4	1	10	5	5	5	8	2	0	2	6	5	2	1	2	7	2	1	5	5	4	2	6	0	1	3	7	2	1	3	6	5	2	3	6	3	1
Solgte boliger	Fritidshus	7870 Roslev	10	16	11	5	11	12	12	8	4	11	10	5	3	8	8	5	4	8	8	3	1	4	4	1	1	7	10	2	2	6	4	5	3	4	4	6	5	5	4	5	3	9	12	2	2	7	8	4
Solgte boliger	Fritidshus	7884 Fur	4	4	2	2	0	6	4	4	1	4	3	2	2	7	1	6	1	3	1	1	0	1	0	0	1	2	2	1	1	2	4	2	0	3	1	1	0	1	2	0	3	1	3	2	2	2	4	0
Solgte boliger	Fritidshus	7900 Nykøbing M	1	1	0	1	3	1	0	1	1	2	1	2	0	0	2	1	1	3	0	0	1	1	0	0	0	2	0	0	1	1	1	1	1	0	2	0	1	1	1	0	2	1	1	0	0	1	2	1
Solgte boliger	Fritidshus	7950 Erslev	..	..	1	1	..	1	1	0	0	..	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Solgte boliger	Fritidshus	7960 Karby	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	7970 Redsted M	..	..	..	..	..	..	..	..	0	0	0	..	..	..	..	..	0	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solgte boliger	Fritidshus	7980 Vils	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	7990 Øster Assels	0	0	1	1	1	7	0	0	0	3	4	0	1	2	4	2	0	3	1	0	0	1	2	1	1	2	1	0	0	2	1	0	0	2	0	1	0	0	3	0	0	3	1	0	0	1	1	0
Solgte boliger	Fritidshus	8000 Århus C	..	..	..	..	..	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8200 Århus N	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8210 Århus V	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8220 Brabrand	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8230 Åbyhøj	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8240 Risskov	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1	..	0	3	..	0	0	0	0	1	0	1	..	..	0	2	..	..	..	..	..	1	..	..	..	..	..	..	..	..	..	..	0
Solgte boliger	Fritidshus	8250 Egå	9	16	10	10	3	8	10	5	7	6	12	1	0	7	5	4	2	0	3	3	2	5	4	2	3	6	10	5	2	5	5	6	3	8	11	7	3	7	6	8	5	10	6	4	8	13	8	8
Solgte boliger	Fritidshus	8260 Viby J	..	..	..	..	..	..	..	..	..	..	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8270 Højbjerg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8300 Odder	12	19	8	7	8	20	12	4	13	19	14	5	5	15	7	10	7	9	10	4	3	18	10	7	7	17	8	10	4	12	11	12	2	3	9	8	6	19	12	10	6	14	15	14	5	13	12	11
Solgte boliger	Fritidshus	8305 Samsø	4	6	3	1	4	4	1	3	1	1	10	6	2	3	8	3	3	8	5	1	1	2	3	3	2	3	5	4	1	5	4	2	0	8	4	3	2	1	4	1	1	3	3	3	2	6	6	6
Solgte boliger	Fritidshus	8310 Tranbjerg J	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8320 Mårslet	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	1	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8330 Beder	0	3	1	0	2	2	1	3	1	1	3	0	0	0	2	1	0	2	2	0	1	0	1	0	0	3	1	1	1	1	0	1	0	0	2	0	0	1	0	3	2	1	2	1	1	1	0	4
Solgte boliger	Fritidshus	8340 Malling	5	11	3	4	4	4	2	1	2	3	2	2	3	6	3	2	3	0	3	1	0	1	4	3	1	3	4	6	3	5	2	2	3	3	7	1	3	7	6	2	2	5	2	7	1	5	3	2
Solgte boliger	Fritidshus	8350 Hundslund	..	..	0	0	1	0	0	..	..	..	..	..	..	0	0	1	..	0	0	0	0	1	0	0	0	0	0	0	0	0	..	..	0	0	0	..	..	..	..	..	..	0	0	0	0	0	0	0
Solgte boliger	Fritidshus	8355 Solbjerg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8361 Hasselager	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8362 Hørning	..	0	0	0	0	0	0	..	..	0	0	..	..	..	..	..	..	0	1	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0
Solgte boliger	Fritidshus	8370 Hadsten	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8380 Trige	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8381 Tilst	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8382 Hinnerup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	..	..	..	..	..
Solgte boliger	Fritidshus	8400 Ebeltoft	55	80	50	48	50	77	65	57	41	66	52	35	25	65	41	30	32	49	28	17	14	52	36	41	29	40	42	23	26	25	25	20	27	50	40	22	21	40	38	27	29	43	45	23	31	60	48	29
Solgte boliger	Fritidshus	8410 Rønde	10	9	0	6	7	19	8	8	4	11	7	9	6	8	5	3	4	7	5	3	4	7	5	4	2	6	8	4	2	8	2	4	6	13	5	5	4	5	10	3	1	5	11	4	4	9	8	1
Solgte boliger	Fritidshus	8420 Knebel	14	25	16	14	22	27	26	18	10	20	13	11	9	21	23	11	8	12	11	4	11	10	11	12	7	16	15	9	8	12	14	7	5	17	15	18	6	9	15	7	8	14	15	10	17	19	18	11
Solgte boliger	Fritidshus	8444 Balle	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8450 Hammel	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8462 Harlev J	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8464 Galten	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8471 Sabro	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8472 Sporup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8500 Grenaa	7	11	5	3	8	11	5	5	6	11	18	6	4	8	6	2	3	8	9	3	3	2	9	6	7	12	5	4	4	4	11	2	3	8	8	2	6	10	12	7	7	8	12	5	3	6	9	5
Solgte boliger	Fritidshus	8520 Lystrup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8530 Hjortshøj	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8541 Skødstrup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8543 Hornslet	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	2	0	1	2	0	1	0	1	0	1	0	2	0	0	0	1	0	1	0	1	1	0	0	0	0	2	1	0	0	1	2	0
Solgte boliger	Fritidshus	8544 Mørke	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8550 Ryomgård	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	1	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1	0	0	..	..	..	..
Solgte boliger	Fritidshus	8560 Kolind	1	2	1	1	2	5	5	3	1	4	3	2	2	8	1	1	1	0	1	0	2	0	2	1	0	2	2	1	0	1	1	0	0	3	2	0	0	3	0	1	1	0	2	0	1	1	1	0
Solgte boliger	Fritidshus	8570 Trustrup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	8581 Nimtofte	..	..	..	..	0	0	0	1	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	2	0	0	0	0	2	0	1	1	1	1	0	0	0
Solgte boliger	Fritidshus	8585 Glesborg	22	24	14	20	11	30	10	14	15	21	17	10	6	27	15	11	8	15	10	4	7	13	13	14	9	18	16	7	10	12	14	6	8	19	13	12	8	9	15	4	5	17	20	10	8	18	25	12
Solgte boliger	Fritidshus	8586 Ørum Djurs	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	1	0	0	0	0	..	..	..	..
Solgte boliger	Fritidshus	8592 Anholt	..	0	0	0	0	0	1	0	0	0	1	..	..	0	1	..	..	..	..	0	0	2	0	..	..	..	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	1	0	0	1	0	2
Boliger til salg, ultimo	Parcel-/rækkehus	7673 Harboøre	15	19	21	14	16	17	24	18	18	18	15	15	21	24	18	16	18	18	23	20	21	17	19	28	28	29	33	36	33	36	34	38	34	30	30	27	27	31	30	26	28	31	30	29	26	25	27	21
Boliger til salg, ultimo	Parcel-/rækkehus	7680 Thyborøn	12	11	13	14	16	19	19	13	17	17	22	16	13	15	8	5	7	8	10	13	16	20	16	24	23	23	17	16	15	15	21	20	20	23	31	36	35	43	43	44	41	43	41	41	40	39	36	35
Boliger til salg, ultimo	Parcel-/rækkehus	7700 Thisted	108	116	115	106	115	89	73	85	94	92	98	117	110	131	141	152	159	166	179	178	202	247	250	244	244	257	243	234	240	282	283	284	288	309	319	312	302	310	283	282	300	318	294	279	279	288	279	262
Boliger til salg, ultimo	Parcel-/rækkehus	7730 Hanstholm	35	37	37	35	36	36	31	29	25	23	21	31	38	36	36	46	52	53	44	45	50	48	37	36	35	53	43	50	50	48	47	44	47	47	48	48	50	56	58	45	48	50	44	44	47	51	53	52
Boliger til salg, ultimo	Parcel-/rækkehus	7741 Frøstrup	7	13	11	8	9	10	6	4	5	7	10	8	11	14	13	14	15	15	21	22	22	28	27	26	20	22	24	20	20	24	23	24	24	26	30	28	34	32	30	32	32	37	31	26	28	28	31	29
Boliger til salg, ultimo	Parcel-/rækkehus	7742 Vesløs	8	5	8	6	4	6	7	7	4	9	10	8	10	16	13	12	13	15	13	16	16	23	21	21	19	20	19	18	19	16	13	16	19	22	21	20	19	22	19	16	14	19	17	16	17	19	20	21
Boliger til salg, ultimo	Parcel-/rækkehus	7752 Snedsted	50	54	47	44	45	44	37	37	36	37	44	40	44	49	50	41	43	57	56	56	56	56	61	61	73	71	69	62	67	72	72	76	76	85	89	84	78	80	81	70	82	82	85	80	84	86	87	80
Boliger til salg, ultimo	Parcel-/rækkehus	7755 Bedsted Thy	34	36	34	32	27	27	28	27	29	24	25	27	27	30	31	32	29	33	31	32	41	45	44	49	49	54	51	52	47	45	48	46	44	43	43	40	42	41	39	37	39	42	43	34	37	41	41	37
Boliger til salg, ultimo	Parcel-/rækkehus	7760 Hurup Thy	46	43	47	49	45	45	41	28	36	30	31	36	53	53	42	48	54	52	62	60	70	76	70	79	68	76	69	70	83	90	79	80	77	85	84	79	66	64	70	80	87	92	100	95	94	104	96	93
Boliger til salg, ultimo	Parcel-/rækkehus	7770 Vestervig	11	17	19	13	16	21	22	13	14	14	13	18	22	21	25	29	28	30	37	35	38	45	44	47	49	51	49	46	41	41	40	42	42	40	37	43	37	39	43	47	46	46	46	39	42	39	40	39
Boliger til salg, ultimo	Parcel-/rækkehus	7790 Thyholm	31	36	33	26	23	20	20	19	22	16	11	13	20	25	30	27	36	42	46	42	45	53	55	57	57	58	56	60	67	67	62	61	57	57	63	58	52	51	60	60	69	71	67	64	68	67	58	60
Boliger til salg, ultimo	Parcel-/rækkehus	7800 Skive	91	89	91	79	73	62	54	51	49	42	50	48	52	56	57	56	74	82	86	101	113	118	126	125	130	147	149	150	158	179	179	164	165	177	177	163	192	188	184	180	185	198	191	179	183	186	187	168
Boliger til salg, ultimo	Parcel-/rækkehus	7830 Vinderup	69	59	50	47	52	51	49	45	41	40	46	30	27	33	44	39	52	55	53	57	58	70	76	70	71	81	70	72	79	81	92	87	86	85	85	83	83	88	81	76	72	70	78	81	78	78	75	68
