priser på realiserede handler	ejendomskategori	område	1992K1	1992K2	1992K3	1992K4	1993K1	1993K2	1993K3	1993K4	1994K1	1994K2	1994K3	1994K4	1995K1	1995K2	1995K3	1995K4	1996K1	1996K2	1996K3	1996K4	1997K1	1997K2	1997K3	1997K4	1998K1	1998K2	1998K3	1998K4	1999K1	1999K2	1999K3	1999K4	2000K1	2000K2	2000K3	2000K4	2001K1	2001K2	2001K3	2001K4	2002K1	2002K2	2002K3	2002K4	2003K1	2003K2	2003K3	2003K4	2004K1	2004K2	2004K3	2004K4	2005K1	2005K2	2005K3	2005K4	2006K1	2006K2	2006K3	2006K4	2007K1	2007K2	2007K3	2007K4	2008K1	2008K2	2008K3	2008K4	2009K1	2009K2	2009K3	2009K4	2010K1	2010K2	2010K3	2010K4	2011K1	2011K2	2011K3	2011K4	2012K1	2012K2	2012K3	2012K4	2013K1	2013K2	2013K3	2013K4	2014K1	2014K2	2014K3	2014K4	2015K1	2015K2	2015K3	2015K4	
Nedtagningspris	Ejerlejlighed	Region Midtjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12503	13425	14057	14060	14911	15464	16811	17216	18710	19792	19871	19401	20028	19668	19748	18770	19131	19118	18626	17711	16613	17528	17391	17399	17860	18511	18459	17999	18415	18297	17921	17800	17472	18043	17787	17821	17627	18729	18470	17856	17922	18987	19204	19106	19561	20461	20363	19991
Nedtagningspris	Ejerlejlighed	Landsdel Østjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13442	14282	15262	15296	16406	16877	18608	19244	20794	22073	22187	21650	22220	21619	21655	20608	20701	20824	20102	19398	17746	18743	18642	18831	19491	19886	20095	19527	20025	19974	19447	19345	18958	19669	19418	19453	19345	20391	20023	19589	19511	20877	21083	20761	21668	22361	22275	22535
Nedtagningspris	Ejerlejlighed	Favrskov	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10668	..	10656	12259	..	..	13130	13918	14653	16529	13710	..	13773	12366	..	..	10903	..	..	..	15077	..	..	12861	..	15112	..	..	..	..	..	10794	..	..	..	10347	..	..	..	12377	..	..	..
Nedtagningspris	Ejerlejlighed	Hedensted	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13157	..	..	..	8958	12092	..	12257	..	..	22634	17020	19926	18365	18688	16992	17566	..	..	..	..	15943	..	20247	22783	..	..	..	13271	..	..	..	..	..	..	..	..	..	..	17964	..	..	..	..	..	..	..
Nedtagningspris	Ejerlejlighed	Horsens	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8908	8717	9194	9001	9935	9824	10912	11716	13666	16125	15265	14947	15267	15672	16324	16865	14444	14825	15617	15026	14129	13696	14675	13907	13900	11823	12899	13195	12951	14755	12201	12507	14734	13194	13957	12790	12213	11953	14815	13265	12065	12621	13307	12506	12775	12277	13925	13363
Nedtagningspris	Ejerlejlighed	Norddjurs	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7071	..	..	7012	6659	8236	8786	7821	8349	11801	8639	8015	9116	9731	7307	11614	12435	10028	8007	9743	8700	8474	7272	10235	13114	..	..	..	..	8303	7031	..	..	8675	..	6921	9285	..	..	..	..	5610	6142	7050	..	..	..
Nedtagningspris	Ejerlejlighed	Odder	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9587	10853	10868	12309	11681	12208	13532	13441	13136	15365	15228	15153	15303	16950	15294	15766	..	16261	..	..	20332	..	..	..	15231	12743	14664	13773	14123	..	..	..	12801	13096	13544	14752	..	..	..	..	..	..	12866	..	11550	..	..	..
Nedtagningspris	Ejerlejlighed	Randers	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6738	7148	7084	6929	7122	7619	7519	7907	8455	9281	9795	10426	10723	11279	11446	10760	11443	11408	11403	11110	10300	10180	10053	9735	9785	9840	10326	9641	9288	9499	9623	9614	9090	9836	9417	9690	8805	9146	8775	9058	8701	8361	8858	9010	8764	8931	8711	8957
Nedtagningspris	Ejerlejlighed	Samsø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Nedtagningspris	Ejerlejlighed	Silkeborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11034	12032	12250	11749	13430	14492	14031	14688	14976	14749	16727	13839	18095	17152	19793	20584	18755	17922	20357	19182	15958	18645	19417	16343	17264	18479	19702	18096	18307	18763	17065	16144	16487	15946	14886	17010	15824	18504	16549	16984	18954	17322	..	17922	17243	19105	18416	17484
Nedtagningspris	Ejerlejlighed	Skanderborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12052	10805	11841	11541	12582	13154	13241	14613	14785	16463	14751	16730	17670	16487	20681	17824	17373	17805	16138	22966	14794	14826	15027	16150	15517	16784	17274	16774	15952	16295	15667	17104	13258	15751	14415	15004	13615	15573	..	15838	15358	18330	15439	16756	15929	16678	15770	17251
Nedtagningspris	Ejerlejlighed	Syddjurs	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7423	10720	..	16677	13866	..	14948	16654	19826	..	..	17009	21859	18509	24738	20426	..	..	..	19782	..	..	16250	..	16333	14861	13818	18366	..	16551	..	17995	..	..	18859	..	17015	12872	13539	19219	18963	15505	16063	13582	17567
Nedtagningspris	Fritidshus	Esbjerg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Nedtagningspris	Fritidshus	Fanø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13732	14205	13677	16069	17111	16988	18542	18530	18383	20590	22140	21643	21130	19597	21982	20981	23790	23944	18638	22146	20241	24390	21871	21507	21430	23883	22775	21036	21543	24625	21878	25891	19122	23200	22485	19940	22116	22202	18000	19193	21790	20007	19199	..	20385	..	..	..
Nedtagningspris	Fritidshus	Fredericia	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Nedtagningspris	Fritidshus	Haderslev	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15282	..	..	21321	17748	17289	..	19069	20381	15080	26799	19369	..	..	..	23018	20745	18310	..	18994	17554	19351	..	17494	21634	..	..	16762	17220	20940	23912	18043	18465	16158	..	18042	16731	16498	13927	20278	19609	14874
Nedtagningspris	Fritidshus	Kolding	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13559	14921	17007	18002	14343	16632	21699	17335	19907	15826	24852	24371	23448	22148	20993	25791	26634	21603	22348	23896	37902	20164	25901	18311	..	24774	21071	20460	..	19048	22118	..	..	23130	18696	19172	17963	21413	19044	32379	22066	19176	14737	20135	19620	17854	21111	16795
Nedtagningspris	Fritidshus	Sønderborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10795	12047	12888	12182	12806	12296	16594	15241	14444	14826	17619	14991	19731	14385	17966	19582	..	16472	16755	15427	..	15799	16128	15484	..	15446	22814	23245	15361	13255	15503	14882	13183	17839	14180	14615	16913	14731	14689	12664	..	14301	11518	..	13785	..	..	..
Nedtagningspris	Fritidshus	Tønder	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12217	16275	15856	13060	14946	19461	23633	19861	14988	17856	..	16782	19289	15806	17303	17898	13814	20992	15841	19199	..	14047	16876	17599	17027	17291	16631	16634	14551	15535	16569	14870	16995	14418	15171	16209	13860	15808	13902	12851	16050	16479	13765	15098	13741	18523	15637	14758
Nedtagningspris	Fritidshus	Varde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12343	12072	14521	15115	14588	15477	16210	16690	17455	18532	16897	18002	18307	20048	19488	19348	19995	20645	23450	22013	18431	18528	18418	18751	19610	17823	19189	18836	18497	19373	21388	19425	19808	17847	20359	18383	17526	19704	18420	17261	19215	18670	19506	16775	19193	17139	17101	18656
Nedtagningspris	Fritidshus	Vejen	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Nedtagningspris	Fritidshus	Vejle	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14588	14492	16151	16247	21571	16493	18093	20519	24452	23444	21498	23461	..	27448	24095	22753	16777	26932	..	..	..	21078	16506	37123	25040	23022	23887	21143	..	26274	19257	29186	19518	17140	..	17922	21597	23573	23315	16931	19892	18951	..	20801	19689	30498	15042	20477
Nedtagningspris	Fritidshus	Aabenraa	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15366	..	8581	..	..	..	..	..	..	18883	..	..	..	..	..	..	..	23320	..	..	..	..	..	..	..	14781	..	..	..	..	..	..	..	21576	16711	..	..	..	..	..
Nedtagningspris	Fritidshus	Region Midtjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10371	11023	11650	12461	12504	12955	14082	15287	14816	15408	16029	16825	17235	18000	17002	17962	18272	17998	18953	17804	15642	16305	16630	17171	17331	16937	17427	17856	17179	16224	16376	16607	16559	16456	16236	14866	16942	16670	15044	15389	15186	14858	15010	15407	15155	14973	15034	15519
Nedtagningspris	Fritidshus	Landsdel Østjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11085	11621	12777	13559	13142	14008	15418	17022	16580	16746	18098	18890	19680	20411	19247	20916	20944	20216	21155	19340	16923	18221	18279	19067	19530	18761	19678	19730	19117	16929	17725	18100	18247	18253	18320	16722	18308	18163	16939	16686	16913	16457	17206	16878	17020	15590	16322	16986
Nedtagningspris	Fritidshus	Favrskov	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Nedtagningspris	Fritidshus	Hedensted	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12134	14289	13618	13050	13957	14965	13736	13952	14545	17442	17638	19856	18567	26299	20764	19776	19720	23593	20585	27376	..	25964	21782	17060	17022	23751	20722	22033	15503	24264	19469	..	16983	18793	21195	17076	19785	16556	18023	24199	17170	17071	25383	23153	29937	25027	15028	19489
Nedtagningspris	Fritidshus	Horsens	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Nedtagningspris	Fritidshus	Norddjurs	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7814	8618	9177	10527	10248	10699	11308	13016	13713	13246	16066	14556	16145	15340	15447	14790	18265	16407	18655	19245	14377	16218	14451	16051	15190	15417	17482	17782	17045	15776	15277	20042	15053	13475	14697	13903	14932	16238	13493	14271	15565	14313	13245	12873	11769	12357	11687	13205
Nedtagningspris	Fritidshus	Odder	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	16498	15665	12013	19354	22024	18769	24432	26054	24600	22042	24974	21943	30597	25346	22775	29733	39482	24912	24018	..	..	23188	21934	37307	24480	24955	26364	24259	..	19887	21474	22480	..	..	26921	21219	28294	26742	21280	22259	23217	20055	20061	19085	21588	17443	21480	28172
Nedtagningspris	Fritidshus	Randers	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Nedtagningspris	Fritidshus	Samsø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10172	..	..	..	..	..	..	..	..	16304	24641	..	..	24266	..	..	17467	21443	..	..	..	..	..	..	..	..	..	..	12632	..	..	..	17580	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Nedtagningspris	Fritidshus	Silkeborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10716	9365	8487	9168	..	11392	11534	14421	19802	12307	11968	12290	15708	22810	19262	..	27045	18191	16739	18724	..	16220	12629	..	31432	16174	17235	22084	29605	12467	17421	..	21000	16273	13977	20262	13088	16248	11591	17684	15404	19498	21197	..	25832	..	..	..
Nedtagningspris	Fritidshus	Skanderborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Nedtagningspris	Fritidshus	Syddjurs	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10677	11409	13527	12936	13094	14523	15326	16276	13991	16710	17397	16571	18212	18257	18085	20574	17265	19047	18947	17937	17509	16828	17994	17272	16278	17592	18380	18140	16895	15655	16984	14487	16763	15550	15225	15687	15499	16827	17303	14350	15125	15103	15376	14593	14902	15111	16705	13993
Realiseret handelspris	Parcel-/rækkehus	Esbjerg	3879	3894	3800	4106	3674	4123	4343	4332	4542	4481	4541	4602	4343	4675	4716	4849	4926	5228	5223	5215	5546	5617	5592	5897	6007	6166	5846	6395	6279	6354	6301	6280	6233	6365	6659	6542	6583	6676	6310	6252	6789	6336	6367	6339	6407	6398	6646	6618	6953	7036	7238	7566	7825	8039	7648	8422	9158	9012	9249	9743	10260	10238	10855	11027	10854	11271	10591	10434	10335	10354	10397	9841	10184	11321	10776	10273	10473	11114	10413	9769	10088	10268	9809	10054	9649	10163	10657	9882	10335	10284	10412	10526	10054	10547	10336	10708
Realiseret handelspris	Parcel-/rækkehus	Fanø	4145	4416	4175	3376	4594	3962	3424	3982	4018	4826	5270	3633	4001	4469	4607	5088	4432	6183	5974	4942	5300	5178	5654	6142	6563	5243	6652	6308	5747	6228	6861	7614	7127	6560	6674	6481	7239	7722	7148	6912	6879	6479	7014	6875	7604	7579	6750	6368	5657	..	8514	7196	8331	7277	8054	10712	9061	..	8761	..	10156	..	8264	..	..	11030	..	..	..	..	12283	10643	12350	11074	..	..	9325	8961	10294	..	..	..	..	..	10175	..	..	..	..	10394	..	10160	9134	..	..	..
Realiseret handelspris	Parcel-/rækkehus	Fredericia	3708	4027	3912	3908	3763	4069	4391	4418	4416	4448	4546	4579	4398	4670	4476	5164	4979	5289	5381	5432	5668	5804	6268	6099	6474	6513	6608	6703	7227	6878	6789	6881	6955	7205	7348	7303	7302	7270	7789	7548	7717	7689	7844	7264	7387	8364	8073	7781	7968	8365	8464	8716	8653	8786	8644	9349	10810	10600	11346	11762	10845	11072	12060	13247	13524	13035	12800	11913	11022	11475	11353	11352	10826	10795	10877	11610	10892	11163	10820	10324	11132	10106	10269	10758	10054	10179	10214	9698	9729	10386	9087	10017	10540	10698	10361	9918
Realiseret handelspris	Parcel-/rækkehus	Haderslev	3164	3097	3331	3106	3009	3547	3516	3542	3530	3584	3467	3682	3711	3439	3630	3766	3894	4246	4246	4235	4474	4549	4458	4778	4710	5081	4689	4591	4917	5075	5081	5052	5480	5318	5259	5130	5361	5616	5161	5443	5596	5315	5190	5609	5430	5719	5354	5762	5935	5896	6297	5442	6427	6417	6974	6630	6452	6927	7765	7035	7997	8727	7547	8643	8774	8966	8563	7866	7867	7835	8513	8440	8141	8064	7175	7398	7863	7634	7249	7794	7403	7164	7195	6603	6524	6589	6580	6879	6608	6958	6172	6149	7377	7229	7679	6617
Realiseret handelspris	Parcel-/rækkehus	Kolding	3952	3775	3898	3771	3732	4113	4220	4463	4237	4643	4350	4710	4441	4678	4853	5219	5416	5455	5610	5870	5987	6111	5889	6366	6614	6760	6845	6840	6869	7184	7116	7064	7059	7586	7702	7469	7550	8061	7604	7745	7458	7657	7935	7837	7147	8215	8477	8320	8414	8692	8177	8819	8925	9542	9633	10314	10499	10624	11519	11219	12134	12849	12793	12759	12933	13122	12547	12394	11726	11848	11165	11933	12142	12084	11524	11412	10715	11279	10842	10176	11191	10148	11178	10436	10809	10567	10569	10742	10930	10638	10697	10500	11202	11941	11303	11448
Realiseret handelspris	Parcel-/rækkehus	Sønderborg	3529	3663	3669	3495	3529	3445	3759	3984	3739	4083	4070	3890	4011	4291	4132	4589	4557	4582	4569	4525	4613	4979	5083	4937	5437	4723	4641	4945	5244	5538	5571	5437	5374	5830	5380	6027	6033	5810	6012	6016	5912	5878	5744	5750	5754	6325	6217	5466	6103	6316	6725	6845	6760	7186	6798	6934	7366	7816	8201	7860	7745	8294	9005	8362	8597	8551	8415	8957	7641	9242	7863	8307	7518	8926	7874	7910	8245	8153	7448	8355	7420	6996	7674	7430	6804	7321	7308	7268	6877	6962	7083	7413	7472	7539	7323	7203
Realiseret handelspris	Parcel-/rækkehus	Tønder	2734	2780	2935	2724	2784	2837	2993	3037	2920	2931	3174	3302	2975	3127	3030	3244	3149	3205	3159	3663	3482	3287	3467	3216	3646	3942	3497	3713	3737	4014	4043	3706	3902	4201	3854	3911	4129	4064	3883	4554	4050	4136	4182	4217	4486	4179	4305	4210	4540	4360	4011	4469	4348	4919	4389	4791	5063	5466	5049	4685	5310	5488	5780	6310	5627	5536	5682	5704	5917	5749	5597	5620	5934	5704	5866	6155	5723	6004	4872	5099	4188	5530	4961	4935	4860	4471	4960	4703	5519	5506	5510	4432	4857	4332	5498	4294
Realiseret handelspris	Parcel-/rækkehus	Varde	3293	3396	3019	3266	3247	3480	3243	3524	3325	3533	3516	3583	3569	3721	3816	3885	4048	4295	4095	4194	4169	4462	4532	4468	4523	4618	4447	4779	4775	4852	4957	4946	5148	5173	4813	4972	4898	4933	4985	5279	4926	5119	5127	5262	5354	5575	5300	5320	5556	5394	5393	5687	5711	5722	6128	5800	5773	5958	6702	6470	6916	7101	7194	7106	7333	8315	8092	7748	7983	7217	8185	7574	8309	7632	7514	7161	7006	7112	7188	7980	7570	7199	7068	6770	7917	6791	7147	7277	7333	7535	7213	6659	7124	7231	7202	7195
Realiseret handelspris	Parcel-/rækkehus	Vejen	3130	3062	2927	2798	2850	3001	3038	3176	3222	3334	3181	3299	3291	3382	3583	3579	3747	3777	3732	4034	3813	3998	4378	4272	4447	4396	4485	4680	4669	4910	5134	4939	4690	4857	4961	4939	5391	5087	4617	4948	4961	4840	5332	4868	4717	5185	5294	5097	5598	5595	5498	5453	5692	5888	6143	6151	6158	6809	6722	6777	6797	7018	7341	7015	7843	8240	8855	7242	8043	7749	7058	7305	6922	6953	6965	7256	6444	7099	6752	6749	6738	7431	6512	6252	5613	6776	7213	6262	7685	6445	6212	5953	6747	6518	6612	5870
Realiseret handelspris	Parcel-/rækkehus	Vejle	3560	3651	3714	3686	3537	3832	3800	4239	4010	4263	3971	4039	4211	4071	4087	4248	4516	4790	4785	4845	5277	5365	5446	5684	5532	5991	5636	5640	6295	6518	6402	6203	6586	6626	6527	6525	7028	6692	6969	6753	6603	6631	7192	6690	7075	6846	7410	6991	7307	7480	7909	8193	8145	8706	9039	9193	9752	10070	10774	11412	10949	11763	11871	12779	11312	12288	11788	11561	10717	12010	10743	11192	10620	11212	10911	11253	11128	11043	10817	9813	10165	10045	10272	9854	10125	10558	10121	9357	9357	10086	10123	9729	10594	10880	10488	10679
Realiseret handelspris	Parcel-/rækkehus	Aabenraa	3356	3277	3079	3178	3306	3372	3337	3385	3665	3592	3662	3737	3438	3724	3830	3605	3645	3800	4061	4187	4222	4356	4439	3976	4248	4471	4573	4780	4923	4962	4637	4986	4953	5123	5126	4677	5137	5175	5045	5112	4913	4920	5123	5181	5356	5626	5131	5398	5296	5508	5838	5908	6240	6155	6161	6347	6692	6933	6861	7314	6945	7564	7361	7899	7223	7597	7678	7960	7239	7211	7266	8036	6766	7454	7072	7680	7106	7745	7651	7021	7697	7036	7084	6599	6300	6507	6491	6945	6565	6395	6265	6297	6474	6914	6409	6241
Realiseret handelspris	Parcel-/rækkehus	Region Midtjylland	3773	3838	3741	3770	3635	3927	4009	3973	4126	4151	4132	4148	4269	4288	4347	4577	4692	4855	5000	5090	5264	5403	5400	5464	5673	5850	5821	5864	6082	6262	6268	6173	6404	6518	6533	6431	6584	6686	6572	6438	6716	6851	6925	6694	6814	7138	7248	7126	7389	7757	7784	7965	8354	8757	9140	9620	10224	10720	11019	11078	11405	11641	11534	11593	11713	11831	11500	11018	10823	10990	10762	10757	10918	11123	10983	10881	10966	10887	10606	10371	10407	10473	10559	10277	10354	10463	10411	10359	10290	10465	10354	10317	10806	11055	10849	10806
Realiseret handelspris	Parcel-/rækkehus	Landsdel Østjylland	4006	4088	4027	4016	3858	4199	4283	4247	4454	4429	4413	4458	4567	4577	4685	4940	5123	5260	5456	5601	5766	5950	6002	6065	6319	6501	6496	6596	6781	6946	7096	6860	7229	7334	7308	7274	7376	7538	7381	7231	7546	7702	7831	7562	7753	8017	8094	8015	8341	8731	8843	9166	9617	10132	10734	11362	12173	12851	13199	13264	13486	13756	13519	13625	13486	13735	13356	12723	12301	12495	12358	12259	12565	12763	12689	12660	12713	12612	12322	11912	11949	12138	12119	12057	12043	12098	12117	11972	11899	12100	12061	12009	12628	12994	12868	12780
Realiseret handelspris	Parcel-/rækkehus	Favrskov	3652	3627	3763	3157	3434	3863	3748	3364	3727	3889	4027	3720	3854	3985	4301	4349	4421	4484	4631	4764	5005	5282	5181	5468	5847	5815	5678	6062	5837	6108	6479	6081	6639	6123	6499	6293	6573	6651	6552	6874	6993	6696	6389	6668	7016	7335	7092	7199	7739	7810	7798	7520	8878	8794	9127	9812	10109	10915	11572	11175	11662	11876	10611	11171	11499	11729	11289	11455	11406	11368	10823	11801	11704	11559	11689	10458	11238	11831	10497	11621	11534	10739	11524	10740	10690	10981	11491	10704	10518	11416	10153	9415	10831	11308	10658	10571
Realiseret handelspris	Parcel-/rækkehus	Hedensted	3286	3282	3215	3006	3244	3381	3329	3633	3498	3561	3600	3569	3681	3557	3826	3756	3835	3939	4012	4161	4263	4622	4575	4468	4608	4914	5200	5182	5333	5180	5348	5235	5098	5714	5737	5970	5406	5712	5495	5635	5745	6068	5935	6037	5870	6116	5997	5961	6532	6359	6523	6763	6843	7563	7408	7959	7969	9025	8855	8659	9603	9522	9828	11004	10693	10377	9748	9709	9815	9621	9186	9286	9030	9015	9161	8715	9129	9251	8750	8452	8514	8289	7719	8985	8437	7529	7718	7611	6933	8076	7834	7591	7621	8696	7972	7324
